Accession.No.	Uberstrain	Name	Sequencing.Platform	Sequencing.Library	Insert.Size	Experiment	Bases	Average.Length	Barcode	Source.Niche	Source.Type	Source.Details	Collection.Year	Collection.Month	Collection.Day	Collection.Time	Continent	Country	Region	District	City	Post.Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic.Formulas	Lab.Contact	Phage.Type	Comment	Bio.Project.ID	Project.ID	Sample.ID	Secondary.Sample.ID	Date.Entered	Release.Date	Status	Coverage	N50.x	Length	Species	Contig.Number...200.bp.	Low.Quality.Bases	Version	Assembly.Barcode	Project	Center	Technology	Processing.date	Predicted.Serovar	Predicted.Antigenic.Profile	ContamStatus	NumContamSNVs	percentContam	N50.y	Number.of.contigs	Largest.contig.x	Total.assembly.length	SNP.reference	Scaffolding.reference	X..contigs.....0.bp.	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....0.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	Largest.contig.y	Total.length	Reference.length	GC....	Reference.GC....	N50	NG50	N75	NG75	L50	LG50	L75	LG75	X..misassemblies	X..misassembled.contigs	Misassembled.contigs.length	X..local.misassemblies	X..scaffold.gap.ext..mis.	X..scaffold.gap.loc..mis.	X..unaligned.mis..contigs	X..unaligned.contigs	X..unaligned.contigs_partial	Unaligned.length	Genome.fraction....	Duplication.ratio	X..N.s.per.100.kbp	X..mismatches.per.100.kbp	X..indels.per.100.kbp	X..genomic.features	X..genomic.features_partial	Largest.alignment	Total.aligned.length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	mean_depth_cov	std_depth_cov	breadth_cov
SRR1968785	SAL_CA0401AA	37037	ILLUMINA	Paired	NA	SRX990622	254265216	96	SAL_CA0401AA	Food	ND	ND	2014	8	NA	NA	Europe	France	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England - Gastrointestinal Bacteria Reference Unit	NA	août-14	PRJNA248792	SRP042645	SAMN03478883	SRS905394	27/08/2015	12/04/2015	Assembled	55	246332	4697784	"Salmonella enterica;97.44%"	39	1097	2.2	SAL_CA7490AA_AS	ADONIS	GBRU			Enteritidis	9:g,m:-	False	1	0	4698973	2	4698973	4704297	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	4	4	3	3	3	-	4704109	4704109	4698785	4698785	4698785	4	2815621	4704109	4774402	52.13	52.15	2815621	2815621	1127123	1127123	1	1	2	2	17	3	4698785	27	-	-	0	1	2	8707	98.319	1	1.06	6.8	2	4387	39	2293798	4687588	470759	470759	220497	220497	2	2	5	5	48.8632	24.64	92.34
SRR1969448	SAL_BA9268AA	96949	ILLUMINA	Paired	NA	SRX991266	251216140	98	SAL_BA9268AA	Livestock	Bovine	ND	2015	3	NA	NA	Europe	United Kingdom	NA	NA	London	NA	51.5	0	Enteritidis	I	NA	NA	Public Health England - Gastrointestinal Bacteria Reference Unit	NA	NA	PRJNA248792	SRP042645	SAMN03479525	SRS906035	27/08/2015	13/04/2015	Assembled	52	319841	4905162	"Salmonella enterica;100.0%"	52	1475	2.2	SAL_CA7357AA_AS	ADONIS	GBRU		2020-02-08T00:02:54.000Z	N/A	9:g,m:-	False	0	0	4804455	6	4804455	4912610	Typhimurium_LT2_AE006468	Enteritidis_P125109	6.0	3	3	3	2	2	4912610.0	4911701	4911701	4911701	4891717	4891717	6	4804455	4912610	4685848	52.19	52.17	4804455	4804455	4804455	4804455	1	1	1	1	43	1	4804455	40	0.0	0.0	0	4	2	310445	98.114	1.001	0.96	49.92	3.78	4614	51	475657	4598795	226998	287728	153231	180258	7	6	13	12	47.558	21.14	94.16
SRR1969772	SAL_BA8507AA	25271	ILLUMINA	Paired	NA	SRX991590	268828322	97	SAL_BA8507AA	Human	Human	"Human; Homo sapiens"	2014	7	NA	NA	Europe	United Kingdom	NA	NA	London	NA	51.5	0	Enteritidis	I	NA	NA	Public Health England - Gastrointestinal Bacteria Reference Unit	NA	NA	PRJNA248792	SRP042645	SAMN03479848	SRS906354	27/08/2015	13/04/2015	Assembled	56	191950	4848940	"Salmonella enterica;100.0%"	48	4367	2.2	SAL_IA7731AA_AS	ADONIS	GBRU		2020-02-08T00:06:40.000Z	Enteritidis	9:g,m:-	False	0	0	4688147	2	4688147	4705209	Typhimurium_LT2_AE006468	Enteritidis_P125109	2.0	2	2	2	1	1	4705209.0	4705209	4705209	4705209	4688147	4688147	2	4688147	4705209	4685848	52.13	52.17	4688147	4688147	4688147	4688147	1	1	1	1	14	1	4688147	19	0.0	0.0	0	1	1	61506	99.064	1	1.17	3.1	1.83	4712	23	1955254	4642730	646481	646481	306177	433136	2	2	5	4	52.3506	26.63	91.97
SRR2088893	SAL_BA2105AA	S14BD01605	ILLUMINA	Paired	NA	SRX1084149	1347874588	118	SAL_BA2105AA	Human	Human	"Homo sapiens; Human"	2014	4	NA	NA	Europe	Belgium	Flanders	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Scientific Institute of Public Health (WIV-ISP)	PT4	NA	PRJNA289069	SRP060440	SAMN03840891	SRS980589	27/08/2015	12/07/2015	Assembled	301	70630	4480221	"Salmonella enterica;100.0%"	127	52993	2.2	SAL_CA3557AA_AS	ADONIS	SCIENTIFIC_INSTITUTE_OF_PUBLIC_HEALTH		2020-02-10T11:11:23.000Z	Enteritidis	9:g,m:-	False	0	0	4696547	2	4696547	4696774	Typhimurium_LT2_AE006468	Enteritidis_P125109	2.0	1	1	1	1	1	4696774.0	4696547	4696547	4696547	4696547	4696547	2	4696547	4696774	4685848	52.14	52.17	4696547	4696547	4696547	4696547	1	1	1	1	24	1	4696547	23	0.0	0.0	0	1	1	60073	98.93	1	0.92	3.24	1.29	4688	26	769677	4635447	433372	433372	169650	230767	5	5	9	8	268.612	222.13	91.83
SRR2088895	SAL_BA2103AA	S14BD01753	ILLUMINA	Paired	NA	SRX1084151	1239104548	118	SAL_BA2103AA	Human	Human	"Homo sapiens; Human"	2014	5	NA	NA	Europe	Belgium	Walloon Region	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Scientific Institute of Public Health (WIV-ISP)	PT4	NA	PRJNA289069	SRP060440	SAMN03842021	SRS980587	27/08/2015	12/07/2015	Assembled	287	21283	4329686	"Salmonella enterica;100.0%"	327	95659	2.2	SAL_CA3546AA_AS	ADONIS	SCIENTIFIC_INSTITUTE_OF_PUBLIC_HEALTH		2020-02-10T11:15:32.000Z	N/A	2:g,m,s,t:-	False	0	0	4538648	9	4538648	4584159	Typhimurium_LT2_AE006468	Enteritidis_P125109	9.0	6	5	3	1	1	4584159.0	4582761	4580718	4567104	4538648	4538648	9	4538648	4584159	4685848	52.52	52.17	4538648	4538648	4538648	4538648	1	1	1	1	76	1	4538648	229	0.0	0.0	0	8	1	67571	96.432	1	5.37	5.09	5.42	4366	249	677451	4515162	115520	115520	71295	70344	10	10	22	23	248.4023	182.35	90.57
SRR2088896	SAL_BA2102AA	S14FP01640	ILLUMINA	Paired	NA	SRX1084152	1064753648	118	SAL_BA2102AA	Food	Composite Food	Chocolate mousse	2014	4	NA	NA	Europe	Belgium	Flanders	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Scientific Institute of Public Health (WIV-ISP)	PT4	NA	PRJNA289069	SRP060440	SAMN03840884	SRS980586	27/08/2015	12/07/2015	Assembled	227	406288	4704897	"Salmonella enterica;100.0%"	33	342	2.2	SAL_CA3536AA_AS	ADONIS	SCIENTIFIC_INSTITUTE_OF_PUBLIC_HEALTH		2020-02-10T11:11:25.000Z	Enteritidis	9:g,m:-	False	0	0	4703798	1	4703798	4703798	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	3	3	3	3	3	-	4703652	4703652	4703652	4703652	4703652	3	2452519	4703652	4685848	52.13	52.17	2452519	2452519	2020012	2020012	1	1	2	2	12	3	4703652	19	-	-	0	0	1	59032	99.053	1.001	0.89	2.28	1.27	4710	17	1838854	4640291	692265	692265	305677	305677	2	2	5	5	212.3778	100.12	91.9
SRR2088897	SAL_BA2101AA	S14FP01642	ILLUMINA	Paired	NA	SRX1084153	987257384	118	SAL_BA2101AA	Food	Composite Food	Chocolate mousse	2014	4	NA	NA	Europe	Belgium	Flanders	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Scientific Institute of Public Health (WIV-ISP)	PT4	NA	PRJNA289069	SRP060440	SAMN03840890	SRS980585	27/08/2015	12/07/2015	Assembled	210.56	178471	4688612	"Salmonella enterica;100.0%"	59	7229	2.2	SAL_BA4182AA_AS	ADONIS	SCIENTIFIC_INSTITUTE_OF_PUBLIC_HEALTH		2020-02-10T11:11:28.000Z	Enteritidis	9:g,m:-	False	0	0	4698832	104	4698832	4768596	Typhimurium_LT2_AE006468	Enteritidis_P125109	104.0	17	1	1	1	1	4768596.0	4724791	4698832	4698832	4698832	4698832	104	4698832	4768596	4685848	52.28	52.17	4698832	4698832	4698832	4698832	1	1	1	1	11	1	4698832	39	0.0	0.0	0	103	1	133296	98.904	1	0.9	2.55	1.19	4692	35	2558537	4634850	2558537	2558537	433478	433478	1	1	3	3	195.458	75.76	93.13
SRR3286968	SAL_FA3406AA	130304	ILLUMINA	Paired	NA	SRX1657623	261427584	96	SAL_FA3406AA	Human	Human	"Human; Homo sapiens"	2015	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN04576728	SRS1357835	31/03/2016	24/03/2016	Assembled	55	304477	4703675	"Salmonella enterica;100.0%"	40	1829	3.41	SAL_KA8785AA_AS	ADONIS	PHE		2020-02-10T11:15:31.000Z	Enteritidis	9:g,m:-	False	0	0	4704061	5	4704061	4705081	Typhimurium_LT2_AE006468	Enteritidis_P125109	5.0	1	1	1	1	1	4705081.0	4704061	4704061	4704061	4704061	4704061	5	4704061	4705081	4685848	52.13	52.17	4704061	4704061	4704061	4704061	1	1	1	1	14	1	4704061	26	0.0	0.0	0	4	1	61153	99.074	1	1.21	2.91	1.36	4705	19	1956392	4643892	646873	646873	433411	433411	2	2	4	4	54.6141	24.6	91.96
SRR3410211	SAL_FA5594AA	5227	ILLUMINA	Paired	NA	SRX1717731	193547300	215	SAL_FA5594AA	Livestock	Bovine	Enviromental	2014	NA	NA	NA	Europe	Germany	Hamburg	NA	Hamburg	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	2014	PRJNA248792	SRP042645	SAMN04883167	SRS1406318	22/04/2016	22/04/2016	Assembled	41	332662	4704996	"Salmonella enterica;98.08%"	54	4241	3.41	SAL_KA9756AA_AS	ADONIS	PHE		2020-02-10T11:11:23.000Z	Enteritidis	9:g,m:-	False	0	0	4701336	5	4701336	4707856	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	5.0	2	2	1	1	1	4707856.0	4706898	4706898	4701336	4701336	4701336	5	4701336	4707856	4774402	52.12	52.15	4701336	4701336	4701336	4701336	1	1	1	1	27	1	4701336	18	0.0	0.0	0	2	0	6010	98.4	1.001	0.55	7.07	1.55	4391	39	1385510	4697820	433491	433491	230932	230932	4	4	7	7	35.771	13.99	92.19
SRR3417497	SAL_FA5630AA	49691	ILLUMINA	Paired	NA	SRX1719726	298266624	96	SAL_FA5630AA	Human	Human	"Human; Homo sapiens"	2014	NA	NA	NA	Europe	Austria	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	2014	PRJNA248792	SRP042645	SAMN04884709	SRS1407556	23/04/2016	23/04/2016	Assembled	63	305455	4706012	"Salmonella enterica;98.33%"	51	1081	3.41	SAL_KA9784AA_AS	ADONIS	PHE		2020-02-10T11:11:25.000Z	N/A	9:g,m:e,n,x,z15	False	0	0	4699215	14	4699215	4708004	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	14.0	2	2	1	1	1	4708004.0	4704539	4704539	4699215	4699215	4699215	14	4699215	4708004	4774402	52.13	52.15	4699215	4699215	4699215	4699215	1	1	1	1	19	1	4699215	24	0.0	0.0	0	13	1	12463	98.333	1	1.34	6.65	2.56	4387	37	1914523	4688792	492643	492643	370493	370493	2	2	5	5	58.4454	24.88	92.36
SRR3417499	SAL_FA5628AA	49693	ILLUMINA	Paired	NA	SRX1719728	326717376	96	SAL_FA5628AA	Human	Human	"Human; Homo sapiens"	2014	NA	NA	NA	Europe	Austria	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	2014	PRJNA248792	SRP042645	SAMN04884711	SRS1407554	23/04/2016	23/04/2016	Assembled	69	349847	4705340	"Salmonella enterica;98.15%"	46	1856	3.41	SAL_KA9786AA_AS	ADONIS	PHE		2020-02-10T11:11:23.000Z	Enteritidis	9:g,m:-	False	0	0	4698798	4	4698798	4704617	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	3	3	2	2	2	-	4704028	4704028	4698704	4698704	4698704	5	4125115	4704523	4774402	52.13	52.15	4125115	4125115	4125115	4125115	1	1	1	1	24	2	4698704	20	-	-	0	2	2	10071	98.306	1	1.19	6.69	2.07	4380	43	1508246	4687593	460039	460039	220646	220646	3	3	7	7	64.0647	26.95	92.36
SRR3417500	SAL_FA5627AA	50104	ILLUMINA	Paired	NA	SRX1719729	308447088	94	SAL_FA5627AA	Human	Human	"Human; Homo sapiens"	2014	NA	NA	NA	Europe	Austria	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	2014	PRJNA248792	SRP042645	SAMN04884712	SRS1407605	23/04/2016	23/04/2016	Assembled	65	269334	4704177	"Salmonella enterica;98.28%"	47	782	3.41	SAL_KA9787AA_AS	ADONIS	PHE		2020-02-10T11:11:24.000Z	Enteritidis	9:g,m:-	False	0	0	4699335	2	4699335	4704659	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	3	3	2	2	2	-	4704591	4704591	4699267	4699267	4699267	3	2643419	4704591	4774402	52.13	52.15	2643419	2643419	2055848	2055848	1	1	2	2	19	2	4699267	24	-	-	0	1	1	8041	98.322	1	1.13	5.92	1.92	4387	40	1508315	4688967	470947	470947	418555	219680	3	3	5	6	60.1508	28.69	92.36
SRR3417505	SAL_FA5622AA	54038	ILLUMINA	Paired	NA	SRX1719734	220225152	96	SAL_FA5622AA	Food	ND	ND	2014	NA	NA	NA	Europe	Germany	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	2014	PRJNA248792	SRP042645	SAMN04884717	SRS1407561	23/04/2016	23/04/2016	Assembled	46	218178	4696958	"Salmonella enterica;97.87%"	47	1452	3.41	SAL_KA9792AA_AS	ADONIS	PHE			Enteritidis	9:g,m:-	False	1	0	4698792	2	4698792	4704116	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	2.0	2	2	1	1	1	4704116.0	4704116	4704116	4698792	4698792	4698792	2	4698792	4704116	4774402	52.13	52.15	4698792	4698792	4698792	4698792	1	1	1	1	21	1	4698792	29	0.0	0.0	0	1	1	9705	98.306	1	1.21	6.63	1.9	4379	44	1509451	4687679	459646	459646	220204	220204	3	3	6	6	42.1256	21.39	92.34
SRR4011123	SAL_GA7178AA	CFSAN025361	ILLUMINA	Paired	500	SRX2007363	643828488	204	SAL_GA7178AA	ND	ND	retail meat	2006	NA	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)	NA	Collection year is ambiguous - 2006/2008	PRJNA259925	SRP048657	SAMN03218281	SRS1606155	10/08/2016	01/01/2015	Assembled	136	491953	4708752	"Salmonella enterica;100.0%"	31	945	3.51	SAL_MA3377AA_AS	ADONIS	CFSAN			Enteritidis	9:g,m:-	False	0	0	4691818	5	4691818	4711318	Typhimurium_LT2_AE006468	Enteritidis_P125109	5.0	3	2	2	1	1	4711318.0	4710826	4709043	4709043	4691818	4691818	5	4691818	4711318	4685848	52.13	52.17	4691818	4691818	4691818	4691818	1	1	1	1	20	1	4691818	21	0.0	0.0	0	1	2	59187	99.194	1.001	0.53	2.62	0.54	4724	19	2049891	4652105	694402	694402	221413	221413	2	2	5	5	127.2048	47.9	91.86
SRR4035036	SAL_GA7552AA	CFSAN025363	ILLUMINA	Paired	500	SRX2026311	657062640	195	SAL_GA7552AA	ND	ND	retail meat	2006	NA	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)	NA	Collection year is ambiguous - 2006/2008	PRJNA259925	SRP048657	SAMN03218283	SRS1620724	19/08/2016	01/01/2015	Assembled	139	491961	4708542	"Salmonella enterica;100.0%"	30	413	3.51	SAL_MA5238AA_AS	ADONIS	CFSAN			Enteritidis	9:g,m:-	False	0	0	4703287	5	4703287	4711221	Typhimurium_LT2_AE006468	Enteritidis_P125109	5.0	3	2	1	1	1	4711221.0	4710711	4708928	4703287	4703287	4703287	5	4703287	4711221	4685848	52.13	52.17	4703287	4703287	4703287	4703287	1	1	1	1	16	1	4703287	24	0.0	0.0	0	1	2	58994	99.206	1.001	0.57	2.11	0.67	4721	25	1955441	4651303	694996	694996	433381	433381	2	2	4	4	130.5663	49.24	91.85
SRR4035054	SAL_GA7543AA	CFSAN025372	ILLUMINA	Paired	500	SRX2026329	486546088	196	SAL_GA7543AA	ND	ND	retail meat	2006	NA	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)	NA	Collection year is ambiguous - 2006/2008	PRJNA259925	SRP048657	SAMN03218292	SRS1620733	19/08/2016	01/01/2015	Assembled	103	491953	4708114	"Salmonella enterica;100.0%"	32	758	3.51	SAL_MA5253AA_AS	ADONIS	CFSAN			Enteritidis	9:g,m:-	False	1	0	4708718	13	4708718	4718281	Typhimurium_LT2_AE006468	Enteritidis_P125109	13.0	4	1	1	1	1	4718281.0	4714000	4708718	4708718	4708718	4708718	13	4708718	4718281	4685848	52.13	52.17	4708718	4708718	4708718	4708718	1	1	1	1	18	1	4708718	17	0.0	0.0	0	9	1	66760	99.176	1.001	0.55	3.36	0.47	4726	19	1549499	4651415	492348	492348	401380	401380	3	3	5	5	96.3876	36.35	91.98
SRR4446481	SAL_HA1139AA	FDA00002992	ILLUMINA	Paired	500	SRX2265335	816340236	214	SAL_HA1139AA	Food	Dairy	morbier cheese	2009	3	NA	NA	Europe	France	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)	NA	NA	PRJNA186035	SRP018785	SAMN02846376	SRS1757050	24/10/2016	01/01/2015	Assembled	173	406329	4702839	"Salmonella enterica;100.0%"	33	1450	3.51	SAL_NA2285AA_AS	ADONIS	CFSAN		2020-02-10T11:11:25.000Z	Enteritidis	9:g,m:-	False	1	0	4673362	5	4673362	4692952	Typhimurium_LT2_AE006468	Enteritidis_P125109	5.0	3	2	2	1	1	4692952.0	4692371	4690588	4690588	4673362	4673362	5	4673362	4692952	4685848	52.15	52.17	4673362	4673362	4673362	4673362	1	1	1	1	71	1	4673362	64	0.0	0.0	0	1	2	58877	98.858	1	3.15	5.22	4.14	4636	99	555468	4633150	166704	166704	63961	63961	8	8	19	19	152.6484	63.2	91.45
SRR4446482	SAL_HA1137AA	FDA00002993	ILLUMINA	Paired	500	SRX2265337	1229644096	212	SAL_HA1137AA	Food	Dairy	morbier cheese	2009	3	NA	NA	Europe	France	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)	NA	NA	PRJNA186035	SRP018785	SAMN02846377	SRS1757052	24/10/2016	01/01/2015	Assembled	261	491954	4702568	"Salmonella enterica;100.0%"	30	383	3.51	SAL_NA2283AA_AS	ADONIS	CFSAN		2020-02-10T11:11:28.000Z	Enteritidis	9:g,m:-	False	1	0	4650784	7	4650784	4701485	Typhimurium_LT2_AE006468	Enteritidis_P125109	7.0	5	4	2	2	1	4701485.0	4700948	4699165	4684477	4684477	4650784	7	4650784	4701485	4685848	52.15	52.17	4650784	4650784	4650784	4650784	1	1	1	1	29	1	4650784	32	0.0	0.0	0	3	2	59933	99.006	1	1.21	3.25	1.42	4698	41	694965	4639793	346144	346144	153161	303073	5	5	9	8	235.4805	100.58	91.73
SRR5193336	SAL_IA1610AA	316253	ILLUMINA	Paired	NA	SRX2509021	348725282	97	SAL_IA1610AA	Livestock	Bovine	ND	2016	11	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06247420	SRS1933004	22/01/2017	22/01/2017	Assembled	74	199342	4699917	"Salmonella enterica;100.0%"	53	2625	3.61	SAL_PA9704AA_AS	ADONIS	PHE		2020-02-10T11:11:24.000Z	Enteritidis	9:g,m:-	True	3	5.94	4699289	21	4699289	4704219	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	4	4	4	4	4	-	4699017	4699017	4699017	4699017	4699017	24	2051728	4703947	4774402	52.14	52.15	1814674	1814674	1814674	1814674	2	2	2	2	24	3	4620106	21	-	-	0	20	1	6502	98.332	1.001	1.19	5.45	2.11	4381	42	1508247	4689800	411889	410898	220517	220517	3	4	7	7	69.7613	31.7	92.46
SRR5193500	SAL_IA1457AA	208758	ILLUMINA	Paired	NA	SRX2509185	304277166	97	SAL_IA1457AA	Livestock	Bovine	ND	2016	1	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06247580	SRS1933162	22/01/2017	22/01/2017	Assembled	61	297443	4911461	"Salmonella enterica;100.0%"	65	982	3.61	SAL_PA9857AA_AS	ADONIS	PHE		2020-02-10T11:13:01.000Z	N/A	9:g,m:-	False	1	0	4890710	5	4890710	4911605	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	4	4	4	3	3	-	4910210	4910210	4910210	4890226	4890226	8	1974668	4911265	4685848	52.19	52.17	1819519	1819519	1819519	1819519	2	2	2	2	31	3	4890226	40	-	-	0	3	4	310130	98.102	1.001	1.04	48.29	3.81	4609	45	601934	4598243	290270	290270	152851	180689	6	6	12	11	60.426	24.73	94.15
SRR5193740	SAL_IA1225AA	191949	ILLUMINA	Paired	NA	SRX2509420	343209524	98	SAL_IA1225AA	Livestock	Bovine	ND	2015	11	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06247817	SRS1933393	22/01/2017	22/01/2017	Assembled	69	303005	4910433	"Salmonella enterica;100.0%"	51	938	3.61	SAL_QA0089AA_AS	ADONIS	PHE		2020-02-10T11:13:08.000Z	N/A	9:g,m:-	False	0	0	4908823	10	4908823	4911484	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	2	2	2	2	2	-	4908755	4908755	4908755	4908755	4908755	11	4416998	4911416	4685848	52.19	52.17	4416998	4416998	4416998	4416998	1	1	1	1	32	2	4908755	35	-	-	0	8	2	309521	98.122	1.001	0.98	49.13	4.02	4623	43	474305	4597834	352599	352599	180519	190699	6	6	12	11	66.446	29.82	94.18
SRR5193746	SAL_IA1219AA	232756	ILLUMINA	Paired	NA	SRX2509426	274973952	96	SAL_IA1219AA	Livestock	Bovine	ND	2016	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06247809	SRS1933399	22/01/2017	22/01/2017	Assembled	56	426117	4908044	"Salmonella enterica;100.0%"	63	1484	3.61	SAL_QA0095AA_AS	ADONIS	PHE		2020-02-10T12:22:39.000Z	N/A	9:g,m:-	False	0	0	4909228	5	4909228	4910506	Typhimurium_LT2_AE006468	Enteritidis_P125109	5.0	1	1	1	1	1	4910506.0	4909228	4909228	4909228	4909228	4909228	5	4909228	4910506	4685848	52.2	52.17	4909228	4909228	4909228	4909228	1	1	1	1	39	1	4909228	50	0.0	0.0	0	2	1	308254	98.087	1.001	1.18	52.19	4.13	4614	52	699756	4600223	419421	432971	153230	190721	5	4	9	8	55.2245	25.16	94.11
SRR5194314	SAL_IA0669AA	178697	ILLUMINA	Paired	NA	SRX2509985	287238000	98	SAL_IA0669AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06248378	SRS1933950	22/01/2017	22/01/2017	Assembled	61	217262	4698744	"Salmonella enterica;100.0%"	49	4951	3.61	SAL_QA0670AA_AS	ADONIS	PHE		2020-02-10T12:35:44.000Z	Enteritidis	9:g,m:-	False	0	0	4698675	1	4698675	4698675	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	2	2	2	2	2	-	4698579	4698579	4698579	4698579	4698579	2	4359097	4698579	4774402	52.14	52.15	4359097	4359097	4359097	4359097	1	1	1	1	22	2	4698579	27	-	-	0	0	0	0	98.339	1.001	1.3	5.71	2.47	4377	46	1589829	4692080	451601	451601	293202	293202	3	3	6	6	59.2047	24.53	92.4
SRR5215828	SAL_IA3307AA	178690	ILLUMINA	Paired	NA	SRX2526039	273958216	98	SAL_IA3307AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06278390	SRS1946899	30/01/2017	30/01/2017	Assembled	58	421871	4697604	"Salmonella enterica;100.0%"	39	1430	3.61	SAL_QA1890AA_AS	ADONIS	PHE		2020-02-10T12:36:21.000Z	Enteritidis	9:g,m:-	False	0	0	4698540	2	4698540	4698783	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	3	3	3	3	3	-	4698376	4698376	4698376	4698376	4698376	4	2885154	4698619	4774402	52.14	52.15	2885154	2885154	1563542	1563542	1	1	2	2	16	3	4698376	27	-	-	0	1	1	2475	98.32	1	1.26	5.71	2.13	4381	43	1913932	4691752	491866	491866	291659	191569	2	2	5	6	55.8475	24.3	92.33
SRR5216482	SAL_IA2850AA	178689	ILLUMINA	Paired	NA	SRX2526693	306861716	98	SAL_IA2850AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06278874	SRS1947547	30/01/2017	30/01/2017	Assembled	65	239231	4700213	"Salmonella enterica;100.0%"	54	4078	3.61	SAL_QA2376AA_AS	ADONIS	PHE		2020-02-10T12:49:03.000Z	Enteritidis	9:g,m:-	False	0	0	4699214	2	4699214	4699454	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	5	5	5	5	5	-	4698874	4698874	4698874	4698874	4698874	6	1801033	4699114	4774402	52.14	52.15	1220963	1220963	847769	847769	2	2	3	3	16	4	2897841	35	-	-	0	1	1	1658	98.335	1.001	1.15	5.18	1.73	4380	45	1800252	4692104	468099	468099	371060	180376	3	3	5	6	63.3749	26.44	92.37
